,_id,name,url,ram,rom,price,createdDate,color,status,url_img,store,id
71,6406fb692b331ecaa4c512d0,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,1.0,44990000,2023-01-10 20:58:07.383649,BLACK,0,unknown,24hstore,9099f7d28e462a3ad928b9dc8e335b4a9f15ff31c9dd37ca9fa93194502c
72,6406fb692b331ecaa4c512d1,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,128.0,29790000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,68ab94772763319a88e9477598a986479a18eecd9c3e9ae9dae53378898ea34
73,6406fb692b331ecaa4c512d2,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,256.0,33290000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,6a3a4237eff7daf837bbc487a477fb595cb9a31882c674a58369d9db493668
74,6406fb692b331ecaa4c512d3,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,512.0,39490000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,1f92cdca1279887c966d0f0ed4a72357c41f94cb76fb5ded10574d1f9f580
75,6406fb692b331ecaa4c512d4,IPHONE 14 PRO MAX,https://24hstore.vn/iphone-14-pro-max-moi/iphone-14-pro-max-512gb-p6628,6.0,1.0,44990000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,5a644f9ea2d28a7ec95fa9a8a2813735f7eac336358e3d8fd9dd10d097594
76,6406fb692b331ecaa4c512d5,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,128.0,27490000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,c473436669916fca41271294284dadd3482b9cfaf64a56995f7a25dbcb5a4
77,6406fb692b331ecaa4c512d6,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,256.0,28990000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,dd5d69594598323c9bca33313ffc64f6522f8493fb375e63bf964e68131c9
78,6406fb692b331ecaa4c512d7,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,512.0,33990000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,28da529c708fc36ba85cba71450fef6518828d4817f3ebe61545995bb66d6d
79,6406fb692b331ecaa4c512d8,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,1.0,38190000,2023-01-10 20:58:07.383649,SILVER,0,unknown,24hstore,688c9ddbdaa6e7a16e7b6a554a98b932d9fe08b2a196d13bf59967235db6ffa
80,6406fb692b331ecaa4c512d9,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,128.0,27490000,2023-01-10 20:58:07.383649,BLUE,0,unknown,24hstore,ce92d9a5f19ea8360b1fce73d4c3abb869d595f4511ac68a46f9572bf19de
81,6406fb692b331ecaa4c512da,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,256.0,28990000,2023-01-10 20:58:07.383649,BLUE,0,unknown,24hstore,8738aa93f12d2855a163b244f3e9cccf4ce441b6abd3b2f1fd574b61ada37e5
82,6406fb692b331ecaa4c512db,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,512.0,33990000,2023-01-10 20:58:07.383649,BLUE,0,unknown,24hstore,823641f6e270b6a4feff447861b6f0df546e376d75914a29e3d5457469e6
83,6406fb692b331ecaa4c512dc,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,1.0,38190000,2023-01-10 20:58:07.383649,BLUE,0,unknown,24hstore,f66bea2c79db876f851fd526e5bfebb3d8587536ae85e92886b161d19e32
84,6406fb692b331ecaa4c512dd,IPHONE 13 PRO MAX,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,6.0,128.0,27490000,2023-01-10 20:58:07.383649,GRAPHITE,0,unknown,24hstore,756a21c6a9fb3ad550ec3042f38093652690b071ad39df4b46b63baffaadc010
